college, major, class
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,CHEM 177
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,CHEM 178
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 250
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,FS HN 367
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 350
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 372
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 355
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PHYS 111
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PHYS 112
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SP CM 212
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PSYCH 460
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 358
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 360
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 211
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,BIOL 212
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,CHEM 177
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,CHEM 178
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 150
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 110
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 252
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 253
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PSYCH 101
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,LIB 160
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,CHEM 231
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 242
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,ENGL 250
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SOC 134
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 258
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,SP CM 212
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PSYCH 230
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,H S 350
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 372
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 360
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,PSYCH 460
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 355
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,KIN 358
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physical Therapy,MICRO 201
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,ENGL 302
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,LIB 160
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,SP CM 212
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,BIOL 255
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,BIOL 256
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,BIOL 211
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,CHEM 163
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,FS HN 167
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,MICRO 201
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,FS HN 167
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,PHYS 115
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,BIOL 211
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,CHEM 163
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,FS HN 167
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,MICRO 201
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,PHYS 115
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,PHYS 111
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,STAT 101
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,MATH 140
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,STAT 101
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,STAT 101
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,MATH 104
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,MATH 140
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,STAT 101
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,PSYCH 101
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,PSYCH 230
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,SOC 134
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,PSYCH 101
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,SOC 134
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,PSYCH 101
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,SOC 134
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,PSYCH 230
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,SOC 134
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,PSYCH 101
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,SOC 134
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,ENGL 150
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,ENGL 250
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,LIB 160
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,SP CM 212
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,ENGL 302
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,H S 110
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,H S 350
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 252
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 253
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 258
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 358
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,P R 220
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,H S 105
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,H S 215
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,H S 310
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,H S 385
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,H S 430
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,H S 464
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,H S 485
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,HD FS 270
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,HD FS 449
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,PSYCH 485
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,HD FS 377
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 259
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 266
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 345
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 355
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 360
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 366
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 372
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 385
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 458
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 459
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 462
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 485A
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,H S 380
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,A TR 220
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,FS HN 364
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,FS HN 365
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,H S 310
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,H S 380
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,H S 385
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,H S 430
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,H S 464
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,H S 485
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 259
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 366
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 458
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 467
College of Human Sciences,Kinesiology and Health- B.S. - Pre-Health Professions - Physician Assistant,KIN 231
